Metabolite,Amplitude,SD,Phase,Damping,DFreq,Noise_from_LastPts,Estimated_CRB,Workflow,Signal
MM087,5.7581E0,1.8391E1,0.0000E0,3.0000E1,-8.0000E0,2.8868E-2,5.3091E-1,2023-11-13_09:47:38,Rec016_Vox2_quest2
MM167,8.4037E0,2.7557E1,0.0000E0,3.0000E1,-8.0000E0,2.8868E-2,7.9552E-1,2023-11-13_09:47:38,Rec016_Vox2_quest2
MM181,8.8239E0,2.8935E1,0.0000E0,3.0000E1,-8.0000E0,2.8868E-2,8.3529E-1,2023-11-13_09:47:38,Rec016_Vox2_quest2
PCh,2.5535E-1,1.3706E0,0.0000E0,2.8079E1,-8.0000E0,0.0000E0,4.3125E-2,2023-11-13_09:47:29,Rec021_Vox2_quest2
NAAG,7.8889E-1,1.5062E0,0.0000E0,2.8079E1,-5.4737E0,3.1465E-2,4.7391E-2,2023-11-13_09:47:29,Rec021_Vox2_quest2
NAA,3.9445E0,7.5308E0,0.0000E0,2.8079E1,-5.4737E0,3.1465E-2,2.3696E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
GPC,2.2982E-1,1.2335E0,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,3.8812E-2,2023-11-13_09:47:29,Rec021_Vox2_quest2
Tau,3.4038E0,5.8387E0,0.0000E0,2.8079E1,-7.4388E0,3.1465E-2,1.8371E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Asp,2.3563E0,1.0841E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,3.4111E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
PE,7.9828E-1,5.7560E0,0.0000E0,2.8079E1,-6.6480E0,3.1465E-2,1.8111E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Lac,3.9106E0,9.9614E0,0.0000E0,2.8079E1,-2.1316E0,3.1465E-2,3.1344E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Ala,6.9042E-1,4.4541E0,0.0000E0,2.8079E1,-2.1316E0,3.1465E-2,1.4015E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Gly,3.6665E-1,9.6146E-1,0.0000E0,2.8079E1,-5.6984E0,3.1465E-2,3.0252E-2,2023-11-13_09:47:29,Rec021_Vox2_quest2
mI,1.8332E0,4.8073E0,0.0000E0,2.8079E1,-5.6984E0,3.1465E-2,1.5126E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
GABA,2.2864E0,5.4098E0,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,1.7022E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Gln,2.1173E0,5.1276E0,0.0000E0,2.8079E1,-4.9841E0,3.1465E-2,1.6134E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Glu,5.9402E0,6.8073E0,0.0000E0,2.8079E1,-4.9841E0,3.1465E-2,2.1419E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Glc,1.6090E0,5.2669E0,0.0000E0,2.8079E1,-9.5833E-1,3.1465E-2,1.6572E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
PCr,1.0889E0,5.4867E0,0.0000E0,2.8079E1,-6.3094E0,3.1465E-2,1.7264E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
Cre,1.2099E0,6.0963E0,0.0000E0,2.8079E1,-6.3094E0,3.1465E-2,1.9182E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
water1,1.6864E-1,1.1232E0,1.7830E2,2.8079E1,-2.6745E0,3.1465E-2,3.5341E-2,2023-11-13_09:47:29,Rec021_Vox2_quest2
water2,6.2263E-1,1.6830E0,-8.4549E1,2.8079E1,-2.6745E0,3.1465E-2,5.2955E-2,2023-11-13_09:47:29,Rec021_Vox2_quest2
water3,6.3636E-1,1.4716E0,9.3999E1,2.8079E1,-2.6745E0,3.1465E-2,4.6304E-2,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM09,5.0251E0,1.3388E1,0.0000E0,2.8079E1,2.2631E-1,3.1465E-2,4.2124E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM12,6.0301E0,1.6065E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,5.0549E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM14,5.8382E0,1.5554E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,4.8940E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM19,5.0251E0,1.3388E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,4.2124E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM20,5.6776E0,1.5126E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,4.7593E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM22,5.0251E0,1.3388E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,4.2124E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM27,5.0251E0,1.3388E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,4.2124E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM30,5.0251E0,1.3388E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,4.2124E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM32,5.0251E0,1.3388E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,4.2124E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM37,4.0201E0,1.0710E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,3.3699E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM39,4.0201E0,1.0710E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,3.3699E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM079,6.5326E0,1.7404E1,0.0000E0,2.8079E1,2.2631E-1,3.1465E-2,5.4761E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM087,6.5326E0,1.7404E1,0.0000E0,2.8079E1,2.2631E-1,3.1465E-2,5.4761E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM167,1.0550E1,2.6453E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,8.3235E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
MM181,1.1077E1,2.7776E1,0.0000E0,2.8079E1,-8.0000E0,3.1465E-2,8.7397E-1,2023-11-13_09:47:29,Rec021_Vox2_quest2
PCh,2.3525E-1,1.2322E0,0.0000E0,2.1643E1,-8.0000E0,0.0000E0,4.0756E-2,2023-11-13_09:47:29,Rec018_Vox2_quest2
NAAG,8.1946E-1,1.3212E0,0.0000E0,2.1643E1,-7.9258E0,3.3077E-2,4.3701E-2,2023-11-13_09:47:29,Rec018_Vox2_quest2
NAA,4.0973E0,6.6060E0,0.0000E0,2.1643E1,-7.9258E0,3.3077E-2,2.1851E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
GPC,2.1172E-1,1.1090E0,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,3.6681E-2,2023-11-13_09:47:29,Rec018_Vox2_quest2
Tau,3.3824E0,5.3815E0,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,1.7800E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Asp,1.6940E0,1.0189E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,3.3702E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
PE,7.0967E-1,5.2144E0,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,1.7248E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Lac,2.5042E0,9.2770E0,0.0000E0,2.1643E1,-2.5615E0,3.3077E-2,3.0685E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Ala,6.1626E-1,4.0574E0,0.0000E0,2.1643E1,-2.5615E0,3.3077E-2,1.3421E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Gly,4.2021E-1,8.7812E-1,0.0000E0,2.1643E1,-6.3537E0,3.3077E-2,2.9045E-2,2023-11-13_09:47:29,Rec018_Vox2_quest2
mI,2.1010E0,4.3906E0,0.0000E0,2.1643E1,-6.3537E0,3.3077E-2,1.4523E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
GABA,2.1202E0,5.0927E0,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,1.6845E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Gln,2.3151E0,4.7486E0,0.0000E0,2.1643E1,-7.7318E0,3.3077E-2,1.5707E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Glu,5.0993E0,6.4386E0,0.0000E0,2.1643E1,-7.7318E0,3.3077E-2,2.1297E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Glc,1.9457E0,4.8708E0,0.0000E0,2.1643E1,-2.8022E0,3.3077E-2,1.6111E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
PCr,1.2075E0,4.9573E0,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,1.6397E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
Cre,1.3416E0,5.5081E0,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,1.8219E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
water1,2.0512E-1,1.0458E0,-1.5901E2,2.1643E1,1.3352E0,3.3077E-2,3.4593E-2,2023-11-13_09:47:29,Rec018_Vox2_quest2
water2,1.5513E0,2.0248E0,-8.7627E-1,2.1643E1,1.3352E0,3.3077E-2,6.6974E-2,2023-11-13_09:47:29,Rec018_Vox2_quest2
water3,5.6500E-1,1.1857E0,1.7405E2,2.1643E1,1.3352E0,3.3077E-2,3.9218E-2,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM09,4.5308E0,1.3003E1,0.0000E0,2.1643E1,-5.7761E0,3.3077E-2,4.3009E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM12,5.4370E0,1.5603E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,5.1611E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM14,5.4370E0,1.5603E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,5.1611E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM19,4.5308E0,1.3003E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,4.3009E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM20,3.6246E0,1.0402E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,3.4407E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM22,4.5308E0,1.3003E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,4.3009E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM27,4.5308E0,1.3003E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,4.3009E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM30,4.5308E0,1.3003E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,4.3009E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM32,4.5308E0,1.3003E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,4.3009E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM37,3.6246E0,1.0402E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,3.4407E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM39,3.6246E0,1.0402E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,3.4407E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM079,3.1716E0,9.1019E0,0.0000E0,2.1643E1,-5.7761E0,3.3077E-2,3.0106E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM087,5.8901E0,1.6904E1,0.0000E0,2.1643E1,-5.7761E0,3.3077E-2,5.5912E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM167,8.5568E0,2.5745E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,8.5157E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
MM181,8.9847E0,2.7033E1,0.0000E0,2.1643E1,-8.0000E0,3.3077E-2,8.9415E-1,2023-11-13_09:47:29,Rec018_Vox2_quest2
PCh,1.7062E-1,1.2592E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,2.9015E-2,2023-11-13_09:47:29,Rec017_Vox2_quest2
NAAG,4.6872E-1,1.4615E0,0.0000E0,3.0000E1,-6.5005E0,2.3043E-2,3.3676E-2,2023-11-13_09:47:29,Rec017_Vox2_quest2
NAA,2.3436E0,7.3074E0,0.0000E0,3.0000E1,-6.5005E0,2.3043E-2,1.6838E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
GPC,1.5356E-1,1.1333E0,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,2.6114E-2,2023-11-13_09:47:29,Rec017_Vox2_quest2
Tau,1.8328E0,6.2213E0,0.0000E0,3.0000E1,-7.0156E0,2.3043E-2,1.4336E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Asp,1.3779E0,1.1093E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,2.5562E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
PE,6.9449E-1,5.3045E0,0.0000E0,3.0000E1,3.2021E-1,2.3043E-2,1.2223E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Lac,1.8559E0,1.0088E1,0.0000E0,3.0000E1,2.1118E0,2.3043E-2,2.3245E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Ala,5.1380E-1,4.4279E0,0.0000E0,3.0000E1,2.1118E0,2.3043E-2,1.0203E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Gly,3.6592E-1,9.8852E-1,0.0000E0,3.0000E1,-4.2828E0,2.3043E-2,2.2778E-2,2023-11-13_09:47:29,Rec017_Vox2_quest2
mI,1.8296E0,4.9426E0,0.0000E0,3.0000E1,-4.2828E0,2.3043E-2,1.1389E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
GABA,1.3905E0,5.5203E0,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,1.2720E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Gln,1.5848E0,5.2361E0,0.0000E0,3.0000E1,-4.9947E0,2.3043E-2,1.2065E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Glu,3.9339E0,6.9084E0,0.0000E0,3.0000E1,-4.9947E0,2.3043E-2,1.5919E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Glc,1.2213E0,5.4291E0,0.0000E0,3.0000E1,1.6632E0,2.3043E-2,1.2510E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
PCr,9.3710E-1,5.3415E0,0.0000E0,3.0000E1,-7.4351E0,2.3043E-2,1.2308E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
Cre,8.5882E-1,5.3744E0,0.0000E0,3.0000E1,-7.4351E0,2.3043E-2,1.2384E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
water1,1.2187E-1,1.1573E0,1.7370E2,3.0000E1,-6.8369E0,2.3043E-2,2.6668E-2,2023-11-13_09:47:29,Rec017_Vox2_quest2
water2,4.3382E-1,1.7176E0,-8.8192E1,3.0000E1,-6.8369E0,2.3043E-2,3.9577E-2,2023-11-13_09:47:29,Rec017_Vox2_quest2
water3,3.8471E-1,1.3675E0,8.8138E1,3.0000E1,-6.8369E0,2.3043E-2,3.1511E-2,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM09,3.1921E0,1.3206E1,0.0000E0,3.0000E1,4.9291E-1,2.3043E-2,3.0430E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM12,3.8305E0,1.5847E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,3.6516E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM14,3.2438E0,1.3116E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,3.0224E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM19,3.1921E0,1.3206E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,3.0430E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM20,2.7740E0,1.0565E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,2.4344E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM22,3.1921E0,1.3206E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,3.0430E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM27,3.1921E0,1.3206E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,3.0430E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM30,3.1921E0,1.3206E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,3.0430E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM32,3.1921E0,1.3206E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,3.0430E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM37,2.5537E0,1.0565E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,2.4344E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM39,2.5537E0,1.0565E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,2.4344E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM079,3.3099E0,1.4085E1,0.0000E0,3.0000E1,4.9291E-1,2.3043E-2,3.2455E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM087,4.1498E0,1.7167E1,0.0000E0,3.0000E1,4.9291E-1,2.3043E-2,3.9559E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM167,5.3730E0,2.9006E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,6.6839E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
MM181,5.6417E0,3.0457E1,0.0000E0,3.0000E1,-8.0000E0,2.3043E-2,7.0181E-1,2023-11-13_09:47:29,Rec017_Vox2_quest2
PCh,1.9889E-1,1.3790E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.8019E-2,2023-11-13_09:47:29,Rec012_Vox1_quest2
NAAG,8.2350E-1,1.5642E0,0.0000E0,3.0000E1,-5.2445E0,3.4821E-2,5.4467E-2,2023-11-13_09:47:29,Rec012_Vox1_quest2
NAA,4.1175E0,7.8210E0,0.0000E0,3.0000E1,-5.2445E0,3.4821E-2,2.7234E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
GPC,1.7900E-1,1.2411E0,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,4.3217E-2,2023-11-13_09:47:29,Rec012_Vox1_quest2
Tau,3.0189E0,6.0026E0,0.0000E0,3.0000E1,-6.9170E0,3.4821E-2,2.0902E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Asp,2.6264E0,1.1039E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,3.8440E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
PE,6.9570E-1,5.8568E0,0.0000E0,3.0000E1,-5.3184E0,3.4821E-2,2.0394E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Lac,4.3995E0,1.0126E1,0.0000E0,3.0000E1,2.4452E0,3.4821E-2,3.5262E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Ala,9.3486E-1,4.4389E0,0.0000E0,3.0000E1,2.4452E0,3.4821E-2,1.5457E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Gly,6.4055E-1,9.9195E-1,0.0000E0,3.0000E1,-4.7032E0,3.4821E-2,3.4541E-2,2023-11-13_09:47:29,Rec012_Vox1_quest2
mI,3.2028E0,4.9598E0,0.0000E0,3.0000E1,-4.7032E0,3.4821E-2,1.7271E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
GABA,2.6294E0,5.5502E0,0.0000E0,3.0000E1,-7.6021E0,3.4821E-2,1.9327E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Gln,2.9132E0,5.2278E0,0.0000E0,3.0000E1,-4.2899E0,3.4821E-2,1.8204E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Glu,6.2970E0,6.8648E0,0.0000E0,3.0000E1,-4.2899E0,3.4821E-2,2.3904E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Glc,1.4212E0,5.4617E0,0.0000E0,3.0000E1,3.3721E0,3.4821E-2,1.9018E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
PCr,1.2142E0,5.8500E0,0.0000E0,3.0000E1,-5.2072E0,3.4821E-2,2.0371E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
Cre,1.1038E0,5.3182E0,0.0000E0,3.0000E1,-5.2072E0,3.4821E-2,1.8519E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
water1,1.5678E-1,1.3206E0,8.3146E1,3.0000E1,1.6147E-1,3.4821E-2,4.5986E-2,2023-11-13_09:47:29,Rec012_Vox1_quest2
water2,1.0174E0,1.8384E0,-1.4576E2,3.0000E1,1.6147E-1,3.4821E-2,6.4017E-2,2023-11-13_09:47:29,Rec012_Vox1_quest2
water3,5.5485E-1,1.4274E0,4.4007E1,3.0000E1,1.6147E-1,3.4821E-2,4.9705E-2,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM09,6.5888E0,1.4457E1,0.0000E0,3.0000E1,3.1994E0,3.4821E-2,5.0341E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM12,7.9065E0,1.7348E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,6.0409E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM14,7.9065E0,1.7348E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,6.0409E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM19,6.5888E0,1.4457E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,5.0341E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM20,7.9065E0,1.7348E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,6.0409E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM22,6.5888E0,1.4457E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,5.0341E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM27,6.5888E0,1.4457E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,5.0341E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM30,6.5888E0,1.4457E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,5.0341E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM32,6.5888E0,1.4457E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,5.0341E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM37,5.2710E0,1.1565E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,4.0273E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM39,5.2710E0,1.1565E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,4.0273E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM079,8.5654E0,1.8794E1,0.0000E0,3.0000E1,3.1994E0,3.4821E-2,6.5443E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM087,8.5654E0,1.8794E1,0.0000E0,3.0000E1,3.1994E0,3.4821E-2,6.5443E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM167,1.2378E1,2.6446E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,9.2090E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
MM181,1.2997E1,2.7769E1,0.0000E0,3.0000E1,-8.0000E0,3.4821E-2,9.6694E-1,2023-11-13_09:47:29,Rec012_Vox1_quest2
PCh,5.0334E-2,1.3046E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.3607E-2,2023-11-13_09:47:29,Rec009_Vox1_quest2
NAAG,7.2064E-1,1.5648E0,0.0000E0,3.0000E1,-6.5005E0,3.3427E-2,5.2306E-2,2023-11-13_09:47:29,Rec009_Vox1_quest2
NAA,3.6032E0,7.8240E0,0.0000E0,3.0000E1,-6.5005E0,3.3427E-2,2.6153E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
GPC,4.5301E-2,1.1741E0,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,3.9246E-2,2023-11-13_09:47:29,Rec009_Vox1_quest2
Tau,3.5432E0,5.8908E0,0.0000E0,3.0000E1,-5.7912E0,3.3427E-2,1.9691E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Asp,1.5848E0,1.1073E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,3.7012E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
PE,9.3332E-1,5.9613E0,0.0000E0,3.0000E1,-7.3327E0,3.3427E-2,1.9927E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Lac,3.3683E0,1.0145E1,0.0000E0,3.0000E1,4.6391E0,3.3427E-2,3.3910E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Ala,1.0149E0,4.3995E0,0.0000E0,3.0000E1,4.6391E0,3.3427E-2,1.4706E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Gly,4.5212E-1,9.9322E-1,0.0000E0,3.0000E1,-5.1292E0,3.3427E-2,3.3200E-2,2023-11-13_09:47:29,Rec009_Vox1_quest2
mI,2.2606E0,4.9661E0,0.0000E0,3.0000E1,-5.1292E0,3.3427E-2,1.6600E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
GABA,2.1061E0,5.6063E0,0.0000E0,3.0000E1,-6.4062E0,3.3427E-2,1.8740E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Gln,2.6019E0,5.2412E0,0.0000E0,3.0000E1,-3.9709E0,3.3427E-2,1.7519E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Glu,5.7399E0,6.8655E0,0.0000E0,3.0000E1,-3.9709E0,3.3427E-2,2.2949E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Glc,9.8003E-1,5.3639E0,0.0000E0,3.0000E1,-5.0375E-1,3.3427E-2,1.7930E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
PCr,1.0002E0,5.5400E0,0.0000E0,3.0000E1,-6.2190E0,3.3427E-2,1.8518E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
Cre,9.0930E-1,5.0364E0,0.0000E0,3.0000E1,-6.2190E0,3.3427E-2,1.6835E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
water1,3.0017E-1,1.4771E0,2.1120E0,3.0000E1,4.3061E0,3.3427E-2,4.9373E-2,2023-11-13_09:47:29,Rec009_Vox1_quest2
water2,1.6935E0,2.8101E0,-1.7105E2,3.0000E1,4.3061E0,3.3427E-2,9.3932E-2,2023-11-13_09:47:29,Rec009_Vox1_quest2
water3,6.0678E-1,1.8419E0,2.7208E1,3.0000E1,4.3061E0,3.3427E-2,6.1568E-2,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM09,6.0840E0,1.4279E1,0.0000E0,3.0000E1,1.1523E0,3.3427E-2,4.7730E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM12,7.3008E0,1.7135E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,5.7276E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM14,6.9984E0,1.6427E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,5.4908E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM19,6.0840E0,1.4279E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7730E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
