Metabolite,Amplitude,SD,Phase,Damping,DFreq,Noise_from_LastPts,Estimated_CRB,Workflow,Signal
MM14,2.7892E0,1.2774E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.6844E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM19,2.8591E0,1.3322E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.7995E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM20,2.7985E0,1.0657E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.2396E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM22,2.8591E0,1.3322E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.7995E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM27,2.8591E0,1.3322E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.7995E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM30,2.8591E0,1.3322E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.7995E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM32,2.8591E0,1.3322E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.7995E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM37,2.2873E0,1.0657E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.2396E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM39,2.2873E0,1.0657E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,2.2396E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM079,2.8556E0,9.3251E0,0.0000E0,3.0000E1,-5.7348E0,2.1015E-2,1.9596E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM087,3.7169E0,1.7318E1,0.0000E0,3.0000E1,-5.7348E0,2.1015E-2,3.6393E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM167,4.4429E0,2.9925E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,6.2887E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
MM181,4.6651E0,3.1422E1,0.0000E0,3.0000E1,-8.0000E0,2.1015E-2,6.6032E-1,2023-11-13_09:47:20,Rec007_Vox2_quest2
PCh,2.7702E-1,1.2898E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.0476E-2,2023-11-13_09:47:20,Rec010_Vox2_quest2
NAAG,7.7082E-1,1.5085E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,4.7341E-2,2023-11-13_09:47:20,Rec010_Vox2_quest2
NAA,3.8541E0,7.5426E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,2.3671E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
GPC,3.0472E-1,1.4187E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,4.4523E-2,2023-11-13_09:47:20,Rec010_Vox2_quest2
Tau,3.1480E0,5.9424E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,1.8649E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Asp,2.7447E0,1.1041E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,3.4650E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
PE,4.4577E-1,5.9801E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,1.8767E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Lac,2.6480E0,1.0116E1,0.0000E0,3.0000E1,1.2443E0,3.1383E-2,3.1748E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Ala,5.7577E-1,4.4622E0,0.0000E0,3.0000E1,1.2443E0,3.1383E-2,1.4004E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Gly,3.9588E-1,1.0956E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,3.4383E-2,2023-11-13_09:47:20,Rec010_Vox2_quest2
mI,1.7856E0,4.9495E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,1.5533E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
GABA,3.3133E0,5.6386E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,1.7695E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Gln,2.3133E0,5.2195E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,1.6380E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Glu,5.5408E0,7.0616E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,2.2161E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Glc,7.8943E-1,5.3622E0,0.0000E0,3.0000E1,-4.0707E0,3.1383E-2,1.6828E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
PCr,9.9703E-1,5.5849E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,1.7527E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
Cre,9.0639E-1,5.0772E0,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,1.5934E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
water1,1.1099E-1,1.0389E0,-1.3482E2,3.0000E1,-5.1867E0,3.1383E-2,3.2603E-2,2023-11-13_09:47:20,Rec010_Vox2_quest2
water2,2.9343E-1,1.8206E0,-5.5186E1,3.0000E1,-5.1867E0,3.1383E-2,5.7136E-2,2023-11-13_09:47:20,Rec010_Vox2_quest2
water3,3.6906E-1,1.2672E0,1.0570E2,3.0000E1,-5.1867E0,3.1383E-2,3.9769E-2,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM09,4.5794E0,1.3772E1,0.0000E0,3.0000E1,-5.0881E0,3.1383E-2,4.3218E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM12,5.4953E0,1.6526E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,5.1862E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM14,5.4953E0,1.6526E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,5.1862E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM19,4.5794E0,1.3772E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,4.3218E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM20,3.7261E0,1.1532E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,3.6191E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM22,4.5794E0,1.3772E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,4.3218E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM27,4.5794E0,1.3772E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,4.3218E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM30,4.5794E0,1.3772E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,4.3218E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM32,4.5794E0,1.3772E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,4.3218E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM37,3.6635E0,1.1017E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,3.4575E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM39,3.6635E0,1.1017E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,3.4575E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM079,5.9532E0,1.7903E1,0.0000E0,3.0000E1,-5.0881E0,3.1383E-2,5.6184E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM087,5.9532E0,1.7903E1,0.0000E0,3.0000E1,-5.0881E0,3.1383E-2,5.6184E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM167,1.1463E1,2.6712E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,8.3830E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
MM181,1.2037E1,2.8048E1,0.0000E0,3.0000E1,-8.0000E0,3.1383E-2,8.8022E-1,2023-11-13_09:47:20,Rec010_Vox2_quest2
PCh,1.0378E-1,1.2942E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,3.0142E-2,2023-11-13_09:47:20,Rec008_Vox2_quest2
NAAG,4.9278E-1,1.5687E0,0.0000E0,3.0000E1,-5.7136E0,2.3290E-2,3.6535E-2,2023-11-13_09:47:20,Rec008_Vox2_quest2
NAA,2.4639E0,7.8435E0,0.0000E0,3.0000E1,-5.7136E0,2.3290E-2,1.8267E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
GPC,9.3405E-2,1.1648E0,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.7128E-2,2023-11-13_09:47:20,Rec008_Vox2_quest2
Tau,1.9156E0,6.0824E0,0.0000E0,3.0000E1,-6.9883E0,2.3290E-2,1.4166E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Asp,1.2930E0,1.1002E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.5624E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
PE,4.1730E-1,5.7467E0,0.0000E0,3.0000E1,-4.1391E0,2.3290E-2,1.3384E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Lac,1.6025E0,1.0098E1,0.0000E0,3.0000E1,4.6886E0,2.3290E-2,2.3518E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Ala,7.1187E-1,4.3953E0,0.0000E0,3.0000E1,4.6886E0,2.3290E-2,1.0237E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Gly,2.7693E-1,9.9190E-1,0.0000E0,3.0000E1,-6.8316E0,2.3290E-2,2.3101E-2,2023-11-13_09:47:20,Rec008_Vox2_quest2
mI,1.3846E0,4.9595E0,0.0000E0,3.0000E1,-6.8316E0,2.3290E-2,1.1551E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
GABA,1.7624E0,5.5814E0,0.0000E0,3.0000E1,-4.5287E0,2.3290E-2,1.2999E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Gln,1.5810E0,5.1892E0,0.0000E0,3.0000E1,-7.0556E0,2.3290E-2,1.2086E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Glu,2.7090E0,6.9961E0,0.0000E0,3.0000E1,-7.0556E0,2.3290E-2,1.6294E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Glc,1.0547E0,5.4160E0,0.0000E0,3.0000E1,-1.3905E-1,2.3290E-2,1.2614E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
PCr,4.3849E-1,4.2996E0,0.0000E0,3.0000E1,-6.1547E0,2.3290E-2,1.0014E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
Cre,4.8722E-1,4.7773E0,0.0000E0,3.0000E1,-6.1547E0,2.3290E-2,1.1126E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
water1,1.2697E-2,1.1121E0,1.5357E2,3.0000E1,1.4500E0,2.3290E-2,2.5900E-2,2023-11-13_09:47:20,Rec008_Vox2_quest2
water2,4.4849E-2,2.0458E0,-8.3332E1,3.0000E1,1.4500E0,2.3290E-2,4.7646E-2,2023-11-13_09:47:20,Rec008_Vox2_quest2
water3,8.5246E-2,1.4528E0,-1.0501E0,3.0000E1,1.4500E0,2.3290E-2,3.3836E-2,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM09,3.2754E0,1.2344E1,0.0000E0,3.0000E1,-4.2631E0,2.3290E-2,2.8749E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM12,3.9305E0,1.4813E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,3.4499E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM14,3.9305E0,1.4678E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,3.4184E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM19,3.2754E0,1.2344E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.8749E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM20,3.9305E0,1.4813E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,3.4499E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM22,3.2754E0,1.2344E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.8749E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM27,3.2754E0,1.2344E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.8749E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM30,3.2754E0,1.2344E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.8749E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM32,3.2754E0,1.2344E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.8749E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM37,2.6204E0,9.8753E0,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.2999E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM39,2.6204E0,9.8753E0,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,2.2999E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM079,3.7850E0,1.3236E1,0.0000E0,3.0000E1,-4.2631E0,2.3290E-2,3.0825E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM087,4.2581E0,1.6047E1,0.0000E0,3.0000E1,-4.2631E0,2.3290E-2,3.7374E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM167,7.4671E0,2.7911E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,6.5005E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
MM181,7.8405E0,2.9307E1,0.0000E0,3.0000E1,-8.0000E0,2.3290E-2,6.8255E-1,2023-11-13_09:47:20,Rec008_Vox2_quest2
PCh,2.8612E-1,1.4376E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,5.3558E-2,2023-11-13_09:47:20,Rec014_Vox2_quest2
NAAG,7.8905E-1,1.4972E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,5.5774E-2,2023-11-13_09:47:20,Rec014_Vox2_quest2
NAA,3.9453E0,7.4858E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,2.7887E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
GPC,2.5751E-1,1.2939E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,4.8202E-2,2023-11-13_09:47:20,Rec014_Vox2_quest2
Tau,3.5039E0,6.0577E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,2.2567E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Asp,2.6894E0,1.1107E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,4.1379E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
PE,7.1037E-1,5.9225E0,0.0000E0,3.0000E1,-6.5077E0,3.7254E-2,2.2064E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Lac,6.4193E0,1.0242E1,0.0000E0,3.0000E1,-2.5054E-1,3.7254E-2,3.8154E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Ala,1.1662E0,4.5028E0,0.0000E0,3.0000E1,-2.5054E-1,3.7254E-2,1.6775E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Gly,5.3108E-1,9.9080E-1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,3.6911E-2,2023-11-13_09:47:20,Rec014_Vox2_quest2
mI,2.6554E0,4.9540E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,1.8455E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
GABA,3.0964E0,5.7026E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,2.1244E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Gln,2.4374E0,5.2436E0,0.0000E0,3.0000E1,-6.7197E0,3.7254E-2,1.9534E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Glu,6.6774E0,6.9899E0,0.0000E0,3.0000E1,-6.7197E0,3.7254E-2,2.6040E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Glc,1.9828E0,5.4264E0,0.0000E0,3.0000E1,-2.1733E0,3.7254E-2,2.0215E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
PCr,9.4390E-1,5.4211E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,2.0195E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
Cre,1.0488E0,6.0234E0,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,2.2439E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
water1,1.0992E-1,1.2855E0,1.4158E2,3.0000E1,-5.2376E0,3.7254E-2,4.7889E-2,2023-11-13_09:47:20,Rec014_Vox2_quest2
water2,5.4429E-1,1.5517E0,-1.1535E2,3.0000E1,-5.2376E0,3.7254E-2,5.7807E-2,2023-11-13_09:47:20,Rec014_Vox2_quest2
water3,4.4687E-1,1.4373E0,7.0140E1,3.0000E1,-5.2376E0,3.7254E-2,5.3545E-2,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM09,6.8094E0,1.4579E1,0.0000E0,3.0000E1,-1.2260E0,3.7254E-2,5.4313E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM12,8.1713E0,1.7495E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,6.5175E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM14,8.1713E0,1.7495E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,6.5175E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM19,6.8094E0,1.4579E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,5.4313E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM20,8.1713E0,1.7495E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,6.5175E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM22,6.8094E0,1.4579E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,5.4313E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM27,6.8094E0,1.4579E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,5.4313E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM30,6.8094E0,1.4579E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,5.4313E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM32,6.8094E0,1.4579E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,5.4313E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM37,5.4475E0,1.1663E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,4.3450E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM39,5.4475E0,1.1663E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,4.3450E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM079,8.8522E0,1.8953E1,0.0000E0,3.0000E1,-1.2260E0,3.7254E-2,7.0606E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM087,8.8522E0,1.8953E1,0.0000E0,3.0000E1,-1.2260E0,3.7254E-2,7.0606E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM167,1.2464E1,2.6451E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,9.8538E-1,2023-11-13_09:47:20,Rec014_Vox2_quest2
MM181,1.3088E1,2.7773E1,0.0000E0,3.0000E1,-8.0000E0,3.7254E-2,1.0346E0,2023-11-13_09:47:20,Rec014_Vox2_quest2
PCh,1.8546E-1,1.0895E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.1415E-2,2023-11-13_09:47:20,Rec006_Vox1_quest2
NAAG,8.0296E-1,1.4869E0,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,5.6521E-2,2023-11-13_09:47:20,Rec006_Vox1_quest2
NAA,4.0148E0,7.4343E0,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,2.8261E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
GPC,2.0401E-1,1.1984E0,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,4.5556E-2,2023-11-13_09:47:20,Rec006_Vox1_quest2
Tau,3.0243E0,6.3920E0,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,2.4298E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Asp,2.8500E0,1.1093E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,4.2168E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
PE,5.6085E-1,4.9827E0,0.0000E0,3.0000E1,7.5763E0,3.8014E-2,1.8941E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Lac,4.9577E0,1.0126E1,0.0000E0,3.0000E1,2.8258E0,3.8014E-2,3.8493E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Ala,9.0087E-1,4.4227E0,0.0000E0,3.0000E1,2.8258E0,3.8014E-2,1.6813E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Gly,5.6915E-1,9.8464E-1,0.0000E0,3.0000E1,-6.2417E0,3.8014E-2,3.7430E-2,2023-11-13_09:47:20,Rec006_Vox1_quest2
mI,2.8457E0,4.9232E0,0.0000E0,3.0000E1,-6.2417E0,3.8014E-2,1.8715E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
GABA,2.4192E0,5.7019E0,0.0000E0,3.0000E1,-7.6415E0,3.8014E-2,2.1675E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Gln,2.6372E0,5.2456E0,0.0000E0,3.0000E1,-5.5917E0,3.8014E-2,1.9941E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Glu,6.0505E0,6.8773E0,0.0000E0,3.0000E1,-5.5917E0,3.8014E-2,2.6143E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Glc,1.5604E0,5.5021E0,0.0000E0,3.0000E1,1.9654E0,3.8014E-2,2.0916E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
PCr,1.0237E0,5.5512E0,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,2.1102E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
Cre,9.3065E-1,5.0466E0,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,1.9184E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
water1,2.7630E-1,1.2290E0,8.8880E1,3.0000E1,-7.8977E0,3.8014E-2,4.6719E-2,2023-11-13_09:47:20,Rec006_Vox1_quest2
water2,1.4693E0,2.3109E0,-1.3157E2,3.0000E1,-7.8977E0,3.8014E-2,8.7845E-2,2023-11-13_09:47:20,Rec006_Vox1_quest2
water3,8.4649E-1,1.8258E0,6.3576E1,3.0000E1,-7.8977E0,3.8014E-2,6.9407E-2,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM09,7.2182E0,1.4862E1,0.0000E0,3.0000E1,-8.7768E-1,3.8014E-2,5.6497E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM12,8.6619E0,1.7835E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,6.7796E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM14,8.6619E0,1.7835E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,6.7796E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM19,7.2182E0,1.4862E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,5.6497E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM20,8.6619E0,1.7835E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,6.7796E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM22,7.2182E0,1.4862E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,5.6497E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM27,7.2182E0,1.4862E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,5.6497E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM30,7.2182E0,1.4862E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,5.6497E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM32,7.2182E0,1.4862E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,5.6497E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM37,5.7746E0,1.1890E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,4.5198E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM39,5.7746E0,1.1890E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,4.5198E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM079,9.3837E0,1.9321E1,0.0000E0,3.0000E1,-8.7768E-1,3.8014E-2,7.3446E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM087,9.3837E0,1.9321E1,0.0000E0,3.0000E1,-8.7768E-1,3.8014E-2,7.3446E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM167,1.3905E1,2.6247E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,9.9777E-1,2023-11-13_09:47:20,Rec006_Vox1_quest2
MM181,1.4601E1,2.7560E1,0.0000E0,3.0000E1,-8.0000E0,3.8014E-2,1.0477E0,2023-11-13_09:47:20,Rec006_Vox1_quest2
PCh,4.9060E-2,1.1679E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,1.5384E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
NAAG,2.4390E-1,1.5434E0,0.0000E0,3.0000E1,-8.0000E0,1.3172E-2,2.0329E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
NAA,1.1598E0,7.0510E0,0.0000E0,3.0000E1,-8.0000E0,1.3172E-2,9.2874E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
GPC,5.3966E-2,1.2847E0,0.0000E0,3.0000E1,-8.0000E0,1.3172E-2,1.6922E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
Tau,1.2371E0,5.9871E0,0.0000E0,3.0000E1,-8.0000E0,1.3172E-2,7.8861E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
Asp,7.1310E-1,1.1084E1,0.0000E0,3.0000E1,-8.0000E0,1.3172E-2,1.4600E-1,2023-11-13_09:47:20,Rec013_Vox1_quest2
PE,1.9817E-1,5.9402E0,0.0000E0,3.0000E1,-7.0704E0,1.3172E-2,7.8243E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
Lac,1.2696E0,1.0175E1,0.0000E0,3.0000E1,8.0000E0,1.3172E-2,1.3402E-1,2023-11-13_09:47:20,Rec013_Vox1_quest2
Ala,3.4196E-1,4.3473E0,0.0000E0,3.0000E1,8.0000E0,1.3172E-2,5.7262E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
Gly,1.9931E-1,9.7145E-1,0.0000E0,3.0000E1,-5.7401E0,1.3172E-2,1.2796E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
mI,9.9653E-1,4.8573E0,0.0000E0,3.0000E1,-5.7401E0,1.3172E-2,6.3979E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
GABA,9.3757E-1,5.4602E0,0.0000E0,3.0000E1,-8.0000E0,1.3172E-2,7.1920E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
Gln,9.4620E-1,5.2148E0,0.0000E0,3.0000E1,-5.6208E0,1.3172E-2,6.8689E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
Glu,1.5625E0,6.7991E0,0.0000E0,3.0000E1,-5.6208E0,1.3172E-2,8.9557E-2,2023-11-13_09:47:20,Rec013_Vox1_quest2
